t,x,y,z,h,e,m,gate,uptake,activator
3.98,0.28368148991271275,0.48816311901988696,0.31493659828420456,0.27579414169278205,0.07518597076806618,1.4323340261611583,0.25930780942456605,0.16482713036107763,0.3210434257464771
3.99,0.2885631211029116,0.491312485002729,0.3133147121953611,0.277038238735818,0.07530068700419268,1.433926319046597,0.25943942732899816,0.1647690778489476,0.32109907492366946
4.0,0.2934762459529389,0.4944456321246826,0.3116577827030383,0.2783836651190561,0.0754159412680725,1.4355313364663174,0.2595716922269771,0.16470953926180867,0.32115293765241343
4.01,0.29842070227418577,0.497562209951713,0.30996580856304334,0.2798304805156273,0.07553174852176961,1.4371499073192961,0.2597046215490066,0.16464847756688478,0.32120502405087337
4.0200000000000005,0.3033963243737029,0.5006618680373435,0.3082387904425162,0.2813786735590334,0.07564812408504432,1.4387828583301512,0.2598382331694325,0.1645858562464408,0.32125534474552214
4.03,0.30840294305407634,0.5037442559417686,0.30647673082159643,0.28302816117475293,0.07576508362964879,1.4404310133211253,0.259972545401238,0.16452163933530073,0.3213039108594884
4.04,0.313440385613494,0.5068090232499846,0.30467963389381103,0.2847787879762136,0.0758826431732505,1.442095192478716,0.2601075769904134,0.1644557914583471,0.3213507340003178
4.05,0.31850847584599384,0.5098558195889227,0.3028475054653056,0.28663032572615815,0.07600081907298448,1.4437762116158452,0.2602433471098999,0.16438827786793886,0.3213958262471535
4.0600000000000005,0.32360703404188307,0.5128842946435758,0.3009803528530469,0.288582472864362,0.07611962801863613,1.4454748814304952,0.26037987535310697,0.164319064481185,0.3214392001373464
4.07,0.32873587698831885,0.5158940981721062,0.2990781847821286,0.29063485410258916,0.07623908702545672,1.4471920067617614,0.2605171817270067,0.16424811791700977,0.3214808686525047
4.08,0.3338948179700399,0.5188848800199275,0.2971410112823146,0.2927870200876016,0.07635921342661457,1.4489283858443127,0.26065528664480475,0.16417540553294194,0.3215208452039944
4.09,0.33908366677023916,0.5218562901327506,0.29516884358396084,0.2950384471329638,0.07648002486528566,1.4506848095622686,0.26079421091819177,0.16410089546156115,0.32155914361790355
4.1,0.34430222967156665,0.5248079785685902,0.2931616940134573,0.2973885370203077,0.07660153928638769,1.4524620607035397,0.2609339757491787,0.16402455664653257,0.32159577811948586
4.11,0.3495503094572526,0.5277395955087247,0.291119575888339,0.2998366168706503,0.0767237749279629,1.454260913215702,0.26107460272151983,0.16394635887815984,0.3216307633170984
4.12,0.3548277054123398,0.5306507912676082,0.28904250341221466,0.302381939086276,0.07684675031221506,1.456082131464505,0.26121611379172893,0.1638662728283847,0.321664114185652
4.13,0.3601342133250159,0.5335412163017303,0.28693049156966993,0.30502368136362157,0.07697048423620734,1.457926469496132,0.2613585312796939,0.16378427008516266,0.3216958460495933
4.14,0.3654696254880332,0.536410521217427,0.2847835560213004,0.3077609467775196,0.07709499576222782,1.4597946703043676,0.2615018778588966,0.16370032318614092,0.3217259745654377
4.15,0.3708337307002075,0.53925835677764,0.2826017129990372,0.31059276393707924,0.07722030420783103,1.4616874651038325,0.26164617654624595,0.16361440565156748,0.3217545157038783
4.16,0.37622631426798386,0.5420843739076304,0.2803849792019289,0.3135180872134029,0.07734642913556354,1.4636055726104793,0.2617914506915312,0.1635264920163571,0.32178148573149173
4.17,0.38164715800706017,0.5448882236996497,0.2781333716925461,0.31653579703925633,0.07747339034238333,1.4655496983305514,0.2619377239665056,0.1634365578612423,0.321806901192068
4.18,0.3870960402440567,0.5476695574165752,0.27584690779417936,0.3196447002807291,0.07760120784878279,1.4675205338592239,0.2620850203536101,0.16334457984293604,0.3218307788875904
4.19,0.39257273581822244,0.5504280264945169,0.27352560498900164,0.3228435306808424,0.07772990188762605,1.469518756190155,0.2622333641343467,0.1632505357232349,0.32185313585889475
4.2,0.3980770160831676,0.5531632825444069,0.27116948081736963,0.32613094937497833,0.07785949289271232,1.4715450270371864,0.26238277987731473,0.16315440439699117,0.3218739893660365
4.21,0.40360864890861164,0.5558749773525806,0.2687785527784401,0.32950554547792427,0.07799000148707712,1.4735999921694296,0.2625332924259204,0.16305616591888436,0.32189335686839937
4.22,0.4091673986821375,0.558562762880365,0.26635283823227773,0.3329658367422452,0.07812144847104435,1.4756842807609822,0.2626849268857744,0.16295580152892267,0.3219112560045756
4.23,0.41475302631094113,0.5612262912626877,0.2638923543036338,0.33651027028761477,0.07825385481004273,1.4777985047565074,0.2628377086117904,0.16285329367660983,0.32192770457205566
4.24,0.42036528922356803,0.563865214805724,0.2613971177875736,0.34013722340065494,0.0783872416222006,1.4799432582539034,0.26299166319499906,0.16274862604371013,0.32194272050675954
4.25,0.4260039413716253,0.5664791859835998,0.2588671450571323,0.34384500440475513,0.07852163016573399,1.4821191169052785,0.2631468164490929,0.1626417835655509,0.32195632186244916
4.26,0.43166873323146127,0.5690678574341711,0.25630245197317847,0.3476318535992593,0.0786570418261431,1.4843266373374278,0.26330319439671857,0.16253275245080315,0.3219685267900597
4.2700000000000005,0.43735941180580296,0.5716308819539029,0.2537030537966623,0.3514959442673318,0.07879349810323319,1.48656635659298,0.2634608232555328,0.16242152019968284,0.3219793535169886
4.28,0.443075720625342,0.5741679124918695,0.2510689651034275,0.3554353837517328,0.07893102059797637,1.488838791593367,0.2636197294240387,0.1623080756205209,0.32198882032638365
4.29,0.4488173997502607,0.5766786021429038,0.24840019970176044,0.3594482145976569,0.07906963099923087,1.4911444386247206,0.263779939467222,0.16219240884465114,0.32199694553647107
4.3,0.45458418577168974,0.5791626041399214,0.24569677055285075,0.3635324157617104,0.07920935107033553,1.4934837728477757,0.2639414801020033,0.16207451133957274,0.3220037474799675
4.3100000000000005,0.46037581181308895,0.5816195718454499,0.24295868969433387,0.36768590388602695,0.07935020263559692,1.495857247832808,0.26410437818252835,0.16195437592034434,0.3220092444836181
4.32,0.46619200753154344,0.5840491587423933,0.2401859681670823,0.371906534636446,0.07949220756668737,1.4982652951205895,0.2642686606853127,0.16183199675917428,0.3220134548479049
4.33,0.4720324991189674,0.5864510184240641,0.237378615945409,0.3761921041036045,0.07963538776897228,1.50070832381029,0.26443435469426285,0.16170736939317476,0.322016396826971
4.34,0.47789700930320805,0.5888248045835182,0.23453664187084225,0.38054035026571886,0.07977976516778525,1.5031867201751963,0.2646014873855931,0.16158049073025468,0.3220180886088054
4.3500000000000005,0.4837852573490432,0.5911701710022266,0.2316600535896255,0.3849489545117641,0.07992536169467007,1.5057008473070546,0.26477008601265906,0.16145135905312866,0.32201854829573506
4.36,0.48969695905906546,0.5934867715381228,0.22874885749409074,0.389415543223685,0.08007219927360847,1.508251044789778,0.264940177890728,0.16131997402142698,0.3220177938852676
4.37,0.49563182677444667,0.5957742601130637,0.22580305866804778,0.3939376894162079,0.08022029980725268,1.5108376284031844,0.2651117903817081,0.16118633667189824,0.3220158432513342
4.38,0.5015895693755773,0.5980322906997442,0.2228226608363248,0.39851291443275283,0.08036968516318208,1.5134608898573587,0.2652849508788563,0.16105044941669813,0.32201271412597565
4.39,0.5075698922825748,0.6002605173081074,0.21980766631858872,0.403138689695882,0.08052037716020279,1.5161210965581478,0.26545968679148707,0.1609123160397695,0.3220084240815195
4.4,0.5135724974556558,0.6024585939712932,0.21675807598756597,0.40781243851065613,0.0806723975547095,1.5188184914042187,0.26563602552970295,0.16077194169131967,0.3220029905132925
4.41,0.5195970833953687,0.6046261747311689,0.21367388923177552,0.4125315379192089,0.08082576802712803,1.5215532926160216,0.265813994489167,0.16062933288041134,0.32199643062291433
4.42,0.5256433451426804,0.6067629136234867,0.21055510392287824,0.41729332060479063,0.0809805101684576,1.5243256935969092,0.2659936210359393,0.1604844974656866,0.3219887614022159
4.43,0.5317109742789152,0.6088684646627155,0.20740171638773605,0.4220950768434738,0.08113664546693085,1.527135862826575,0.2661749324913978,0.1603374446442525,0.3219799996178279
4.44,0.5377996589255424,0.6109424818265928,0.20421372138526572,0.42693405650165756,0.08129419529480979,1.5299839437868805,0.2663579561172633,0.16018818493875994,0.3219701617964808
4.45,0.5439090837438083,0.6129846190404455,0.20099111208816112,0.4318074710774556,0.08145318089533522,1.5328700549200445,0.266542719100749,0.1600367301827162,0.3219592642110572
4.46,0.5500389299342128,0.6149945301613271,0.19773388006954784,0.43671249578399984,0.08161362336984679,1.5357942896190762,0.2667292485398544,0.1598830935040766,0.3219473228674403
4.47,0.556188875235826,0.6169718689620226,0.19444201529462257,0.441646271672643,0.08177554366509021,1.538756716250238,0.26691757142882244,0.15972728930716582,0.32193435349219446
4.48,0.5623585939254463,0.6189162891149689,0.19111550611731862,0.4466059077939975,0.0819389625607278,1.541757378207229,0.267107714643778,0.15956933325298622,0.3219203715211167
4.49,0.568547756816596,0.6208274441761421,0.18775433928202748,0.45158848339470314,0.08210390065706769,1.5447962939966866,0.2672997049285666,0.15940924223797537,0.3219053920886956
4.5,0.5747560312583574,0.6227049875689624,0.18435849993039463,0.4565910501477733,0.08227037836302635,1.547873457354515,0.26749356888080916,0.1592470343712804,0.32188943001851195
4.51,0.5809830811340471,0.6245485725682663,0.1809279716131952,0.4616106344143319,0.08243841588433863,1.5509888373924525,0.2676893329381903,0.15908272895061995,0.3218724998146107
4.5200000000000005,0.5872285668597297,0.6263578522843983,0.17746273630728399,0.4666442395345145,0.08260803321202832,1.5541423787742106,0.2678870233649958,0.15891634643681393,0.32185461565387985
4.53,0.5934921453825737,0.6281324796474712,0.17396277443760116,0.47168884814527307,0.08277925011115173,1.5573340019204263,0.2680866662389132,0.1587479084270584,0.3218357913794597
4.54,0.5997734701790484,0.6298721073918472,0.17042806490420367,0.4767414245227933,0.08295208610982582,1.5605636032415933,0.2682882874381102,0.15857743762703258,0.32181604049521007
4.55,0.6060721912529669,0.6315763880408892,0.16685858511427917,0.48179891694720167,0.08312656048855166,1.5638310553980566,0.26849191262860317,0.1584049578219253,0.3217953761612595
4.5600000000000005,0.6123879551333757,0.633244973892032,0.16325431101908805,0.48685826008721605,0.08330269226984265,1.5671362075860855,0.26869756725192884,0.15823049384647364,0.32177381119065784
4.57,0.6187204048722961,0.634877517002223,0.1596152171557666,0.49191637740236654,0.08348050020816668,1.5704788858489709,0.26890527651312773,0.1580540715541044,0.3217513580471482
4.58,0.6250691800423183,0.6364736691737806,0.1559412766939126,0.49697018356039474,0.08366000278020981,1.5738588934120297,0.2691150653690525,0.15787571778527817,0.3217280288440785
4.59,0.631433916734056,0.6380330819407197,0.1522324614868633,0.5020165868674198,0.0838412181754684,1.5772760110403423,0.2693269585170074,0.15769546033513085,0.32170383534446284
4.6000000000000005,0.6378142475534632,0.6395554065555884,0.1484887421275639,0.5070524917084441,0.08402416428717555,1.5807299974179982,0.2695409803837267,0.15751332792051126,0.321678788962203
4.61,0.6442098016190191,0.641040293976864,0.14471008800891424,0.5120748009957595,0.0842088587035668,1.5842205895475778,0.26975715511470083,0.1573293501465162,0.3216529007644808
4.62,0.6506202045587878,0.6424873948569532,0.1408964673884705,0.5170804186228023,0.08439531869948881,1.5877475031685577,0.26997550656385294,0.15714355747262074,0.32162618147532374
4.63,0.6570450785073573,0.6438963595308379,0.13704784745736867,0.5220662519210021,0.08458356122835403,1.5913104331932986,0.2701960582835722,0.15695598117850346,0.3215986414803472
4.64,0.6634840421026656,0.6452668380054116,0.13316419441332686,0.5270292141171609,0.08477360291444319,1.5949090541592406,0.2704188335151061,0.15676665332966586,0.3215702908326729
4.65,0.6699367104827197,0.6465984799495449,0.12924547353757462,0.5319662267888988,0.08496546004555654,1.5985430206959172,0.2706438551793143,0.15657560674294313,0.3215411392600189
4.66,0.6764026952822152,0.6478909346849206,0.12529164927554856,0.5368742223157057,0.08515914856601375,1.6022119680053784,0.2708711458677845,0.1563828749520012,0.3215111961729565
4.67,0.6828816046290644,0.6491438511776761,0.12130268532118588,0.5417501463231374,0.08535468407000159,1.60591551235461,0.27110072783431144,0.15618849217291622,0.32148047067432406
4.68,0.6893730431408412,0.650356878030888,0.11727854470464043,0.5465909601177067,0.08555208179526734,1.609653251578536,0.2713326229867361,0.1559924932699253,0.3214489715697862
4.69,0.6958766119211501,0.6515296634779344,0.11321918988323876,0.5513936431100253,0.08575135661715531,1.613424765592186,0.2715668528791449,0.15579491372143942,0.32141670737952377
4.7,0.7023919085559295,0.6526618553767668,0.10912458283548837,0.556155195223767,0.08595252304298272,1.6172296169106333,0.27180343870442397,0.1555957895864023,0.32138368635103687
4.71,0.7089185271096972,0.6537531012051216,0.10499468515794497,0.560872639288037,0.08615559520675044,1.6210673511753142,0.2720424012871656,0.15539515747107865,0.321349916473042
4.72,0.7154560581217484,0.6548030480567011,0.10082945816474138,0.565543023410748,0.08636058686418357,1.6249374976853674,0.2722837610769215,0.15519305449634926,0.3213154054904404
4.73,0.7220040886023154,0.6558113426383485,0.09662886298957725,0.5701634233306291,0.08656751138809561,1.6288395699326572,0.27252753814179626,0.15498951826558735,0.3212801609203323
4.74,0.7285622020286988,0.6567776312682443,0.0923928606899658,0.5747309447455097,0.08677638176406971,1.6327730661391744,0.27277375216237487,0.15478458683318588,0.3212441900690495
4.75,0.7351299783413813,0.6577015598751439,0.08812141235353234,0.5792427256145537,0.08698721058644965,1.6367374697955481,0.2730224224259771,0.15457829867380263,0.3212075000501789
4.76,0.7417069939401327,0.6585827739986793,0.08381447920615778,0.5836959384321426,0.08720001005463261,1.640732250199443,0.27327356782122864,0.15437069265238093,0.3211700978035413
4.7700000000000005,0.7482928216801196,0.6594209187907408,0.07947202272176046,0.5880877924711387,0.08741479196965525,1.6447568629926563,0.27352720683294246,0.1541618079950052,0.32113199011509436
4.78,0.754887030868027,0.6602156390179584,0.07509400473350993,0.5924155359932951,0.08763156773106402,1.6488107506957834,0.2737833575372983,0.15395168426063952,0.32109318363772243
4.79,0.7614891872582066,0.6609665790652935,0.07068038754626788,0.5966764584246123,0.08785034833406052,1.6528933432393693,0.2740420375973117,0.15374036131379665,0.32105368491287506
4.8,0.7680988530488595,0.6616733829407562,0.06623113405005353,0.6008678924934835,0.08807114436691171,1.657004058490518,0.2743032642585813,0.15352787929817832,0.3210135003930157
4.8100000000000005,0.774715586878267,0.6623356942812567,0.06174620783433366,0.6049872163295084,0.08829396600861505,1.6611423027739878,0.2745670543453021,0.15331427861132033,0.3209726364648358
4.82,0.7813389438210796,0.6629531563596001,0.05722557330294123,0.6090318555209017,0.08851882302680798,1.6653074713868647,0.27483342425653534,0.15309959988027635,0.32093109947319604
4.83,0.7879684753846756,0.6635254120926295,0.05266919578943106,0.6129992851284676,0.08874572477591096,1.6694989491059575,0.2751023899627205,0.1528838839383622,0.32088889574574464
4.84,0.7946037295056019,0.6640521040505238,0.04807704167268605,0.6168870316541593,0.08897468019549318,1.6737161106871299,0.27537396700241856,0.15266717180298323,0.3208460316181711
4.8500000000000005,0.8012442505461072,0.6645328744672507,0.0434490784925934,0.6206926749622944,0.08920569780884983,1.677958321355842,0.27564817047927365,0.1524495046545594,0.3208025134600452
4.86,0.8078895792907796,0.6649673652521767,0.03878527506561654,0.6244138501515497,0.08943878572177984,1.6822249372882396,0.27592501505918027,0.15223092381655792,0.3207583477011946
4.87,0.8145392529433014,0.6653552180028328,0.034085601600095806,0.6280482493759126,0.08967395162155255,1.6865153060821936,0.27620451496764326,0.1520114707366398,0.3207135408585706
4.88,0.8211928051233297,0.6656960740188338,0.029350029811118297,0.6315936236128254,0.08991120277605257,1.6908287672177535,0.27648668398731785,0.1517911869689204,0.320668099563552
4.89,0.827849765863518,0.6659895743169449,0.024578533034805602,0.6350477843768171,0.09015054603309113,1.6951646525065474,0.27677153545571603,0.15157011415734192,0.320622030589636
4.9,0.8345096616066875,0.666235359647293,0.01977108634187668,0.6384086053769775,0.0903919878198731,1.699522286529719,0.27705908226306775,0.1513482940201479,0.32057534088046447
4.91,0.8411720152031604,0.6664330705107118,0.014927666650352108,0.6416740241166938,0.09063553414260868,1.7039009870640587,0.27734933685032276,0.15112576833544958,0.3205280375781325
4.92,0.8478363459082675,0.6665823471772153,0.010048252837275461,0.6448420434341318,0.0908811905862587,1.7083000654960416,0.27764231120728144,0.1509025789278676,0.32048012805172743
4.93,0.8545021693800396,0.6666828297055881,0.005132825849337121,0.6479107329820127,0.09112896231440328,1.7127188272235523,0.27793801687084135,0.15067876765622862,0.320431619926044
4.94,0.8611689976770955,0.6667341579640815,0.00018136881229590014,0.650878230645305,0.09137885406922312,1.7171565720451283,0.27823646492334764,0.15045437640229534,0.3203825211104231
4.95,0.8678363392567363,0.6667359716522044,-0.004806132860895998,0.6537427438955171,0.09163087017158349,1.7216125945366125,0.2785376659910361,0.15022944706050245,0.3203328398276596
4.96,0.8745036989732583,0.6666879103235955,-0.00982969136334883,0.6565025510803532,0.09188501452121102,1.7260861844151623,0.2788416302425547,0.15000402152866799,0.3202825846429256
4.97,0.8811705780764942,0.666589613409962,-0.014889316388945684,0.6591560026475635,0.0921412905969539,1.7305766268906106,0.2791483673875561,0.14977814169965137,0.32023176449265667
4.98,0.8878364742105939,0.6664407202460726,-0.019985015028570582,0.6617015223018957,0.09239970145711625,1.735083203004231,0.27945788667534616,0.14955184945391833,0.320180388713345
4.99,0.8945008814130546,0.6662408700957869,-0.0251167916679071,0.6641376080941298,0.0926602497398579,1.7396051899550002,0.2797701968935805,0.1493251866529794,0.32012846707018733
5.0,0.9011632901140125,0.6659897021791078,-0.030284647886849838,0.6664628334412542,0.09292293766365135,1.7441418614135038,0.280085306366999,0.149098195133661,0.3200760097855357
5.01,0.9078231871358036,0.6656868557002393,-0.03548858236056076,0.6686758480769207,0.09318776702778786,1.7486924878236696,0.2804032229561861,0.1488709167031666,0.32002302756709367
5.0200000000000005,0.914480055692806,0.6653319698766337,-0.0407285907621924,0.6707753789313907,0.09345473921292509,1.7532563366925573,0.28072395405635114,0.1486433931348875,0.31996953163581104
5.03,0.9211333753915724,0.6649246839690117,-0.04600466566728987,0.6727602309402685,0.09372385518166947,1.7578326728684703,0.28104750659611766,0.14841566616491644,0.31991553375341986
5.04,0.9277826222312625,0.6644646373123388,-0.05131679645987407,0.6746292877813947,0.09399511547918644,1.7624207588076921,0.2813738870363143,0.14818777748921905,0.31986104624956313
5.05,0.9344272686043859,0.6639514693477401,-0.05666496924019909,0.6763815125393557,0.09426852023383268,1.7670198548301814,0.28170310136875976,0.14795976876141623,0.31980608204846345
5.0600000000000005,0.9410667832978633,0.6633848196553381,-0.06204916673416791,0.6780159482971437,0.09454406915780447,1.771629219364595,0.2820351551150353,0.14773168159113018,0.31975065469508174
5.07,0.9477006314944166,0.6627643279879964,-0.06746936820438167,0.6795317186545873,0.09482176154779713,1.7762481091830316,0.2823700533252368,0.14750355754284428,0.319694778380715
5.08,0.9543282747742966,0.6620896343059526,-0.07292554936279,0.6809280281732517,0.09510159628567094,1.7808757796259176,0.28270780057670236,0.1472754381352295,0.31963846796798495
5.09,0.9609491711173561,0.6613603788123247,-0.0784176822849018,0.6822041627475917,0.09538357183911923,1.7855114848174818,0.283048400972709,0.14704736484088726,0.31958173901516873
5.1000000000000005,0.9675627749054794,0.6605762019894756,-0.08394573532550907,0.6833594899022216,0.09566768626233507,1.7901544778722802,0.2833918581411343,0.1468193790864595,0.31952460779982267
5.11,0.9741685369253741,0.6597367446362206,-0.08950967303586932,0.6843934590152517,0.09595393719667333,1.7948040110932577,0.2837381752330784,0.14659152225305686,0.3194670913416531
5.12,0.9807659043717363,0.6588416479058619,-0.09510945608228642,0.6853056014677191,0.09624232187130544,1.7994593361618465,0.28408735492144366,0.14636383567695566,0.3194092074245881
5.13,0.9873543208507949,0.657890553345039,-0.10074504116602394,0.6860955307192272,0.09653283710386464,1.8041197043206136,0.2844393993994683,0.14613636065051477,0.3193509746180036
5.14,0.9939332263842453,0.6568831029333787,-0.1064163809444802,0.6867629423099877,0.09682547930108006,1.808784366548984,0.28479431037921227,0.1459091384232646,0.3192924122970604
5.15,1.000502057413579,0.6558189391239339,-0.1121234239535501,0.6873076137895403,0.09712024445939832,1.8134525737325735,0.28515208908999395,0.1456822102031196,0.3192335406621079
5.16,1.0070602468048184,0.6546977048843984,-0.11786611453109497,0.6877294045725085,0.09741712816559195,1.8181235768266726,0.2855127362767754,0.14545561715766772,0.3191743807571118
5.17,1.0136072238536624,0.6535190437390874,-0.12364439274143872,0.6880282557218285,0.09771612559735424,1.8227966270144287,0.28587625219849744,0.1452294004154912,0.3191149544870652
5.18,1.0201424142910533,0.652282599811673,-0.12945819430080646,0.6882041896599672,0.09801723152388084,1.827470975860275,0.28624263662636307,0.1450036010674719,0.3190552846343399
5.19,1.02666524028917,0.650988017868665,-0.13530745050361956,0.688257309808728,0.09832044030643851,1.8321458754591569,0.2866118888420709,0.14477826016803846,0.318995394873941
5.2,1.0331751204678568,0.6496349433636288,-0.14119208814956075,0.6881878001583157,0.09862574589892217,1.8368205785821048,0.28698400763599985,0.1445534187363115,0.3189353097876248
5.21,1.039671469901493,0.6482230224821333,-0.14711202947132174,0.6879959247664129,0.09893314184840166,1.8414943388186984,0.28735899130534603,0.14432911775710508,0.31887505487684176
5.22,1.0461537001263144,0.6467519021874201,-0.15306719206294697,0.6876820271880947,0.09924262129566003,1.846166410716963,0.28773683765221514,0.14410539818174342,0.3188146565744701
5.23,1.0526212191481885,0.6452212302667906,-0.1590574888086869,0.6872465298374815,0.09955417697572565,1.8508360499212346,0.288117543981673,0.1438823009286549,0.318754142255303
5.24,1.0590734314508565,0.6436306553787037,-0.16508282781227696,0.6866899332821058,0.09986780121840075,1.8555025133085128,0.2885011070997573,0.14365986688370402,0.3186935402452563
5.25,1.0655097380046437,0.6419798271005809,-0.17114311232655957,0.686012815471038,0.10018348594878929,1.8601650591238237,0.28888752331145473,0.14343813690022622,0.31863287982926364
5.26,1.0719295362756496,0.6402683959773153,-0.17723824068336955,0.6852158308978871,0.10050122268782759,1.8648229471150892,0.2892767884186484,0.14321715179873082,0.31857219125782854
5.2700000000000005,1.0783322202354226,0.6384960135704816,-0.18336810622360666,0.6842997096998625,0.1008210025528213,1.8694754386679946,0.2896688977180389,0.14299695236623802,0.31851150575220044
5.28,1.0847171803711275,0.6366623325082456,-0.18953259722742297,0.6832652566941465,0.10114281625799268,1.8741217969413269,0.29006384599904655,0.14277757935522037,0.3184508555081505
5.29,1.09108380369621,0.6347670065359713,-0.19573159684445654,0.682113350352895,0.1014666541150425,1.8787612870032397,0.2904616275416984,0.14255907348211752,0.31839027369831524
5.3,1.0974314737615698,0.6328096905675267,-0.20196498302404828,0.6808449417182464,0.10179250603373101,1.8833931759688844,0.29086223611450784,0.14234147542539746,0.31832979447308557
5.3100000000000005,1.1037595706672452,0.6307900407372862,-0.2082326284453839,0.6794610532587784,0.10212036152248277,1.8880167331398219,0.29126566497235223,0.14212482582313776,0.31826945296001463
5.32,1.1100674710746181,0.6287077144528324,-0.21453440044750843,0.6779627776689132,0.1024502096890205,1.8926312301456134,0.2916719068543568,0.14190916527010344,0.3182092852617245
5.33,1.1163545482191464,0.6265623704483573,-0.22087016095916726,0.6763512766128282,0.102782039241033,1.897235941087964,0.2920809539817903,0.14169453431429835,0.31814932845228744
5.34,1.12262017192363,0.6243536688387656,-0.22723976642843352,0.6746277794144823,0.10311583848688279,1.9018301426877653,0.2924927980559823,0.14148097345297064,0.3180896205720654
5.3500000000000005,1.1288637086120177,0.6220812711744813,-0.23364306775208898,0.6727935816954232,0.1034515953363588,1.9064131144353629,0.2929074302562681,0.14126852312805427,0.3180302006209893
5.36,1.1350845213237626,0.6197448404969604,-0.24007991020473202,0.6708500439620906,0.10378929730148033,1.910984138744344,0.29332484123797103,0.1410572237210293,0.31797110855026234
5.37,1.1412819697287322,0.6173440413949132,-0.2465501333675939,0.6687985901443733,0.1041289314973577,1.915542501109113,0.29374502113042966,0.1408471155471883,0.3179123852524743
5.38,1.1474554101426813,0.6148785400612372,-0.2530535710570521,0.6666407060872325,0.10447048464311606,1.9200874902664953,0.2941679595350792,0.14063823884929597,0.3178540725501157
5.39,1.1536041955432936,0.6123480043506667,-0.25959005125283624,0.6643779379972378,0.10481394306288819,1.9246183983615774,0.29459364552359635,0.14043063379063198,0.3177962131824819
5.4,1.1597276755868002,0.6097521038381384,-0.26615939602593075,0.6620118908459068,0.10515929268688264,1.9291345211179607,0.29502206763611594,0.1402243404474101,0.31773885079096037
5.41,1.1658251966251816,0.607090509877879,-0.27276142146618587,0.6595442267317769,0.10550651905253353,1.933635158012574,0.2954532138795299,0.140019398800567,0.31768202990269695
5.42,1.1718961017239604,0.6043628956632172,-0.2793959376096557,0.656976663203171,0.10585560730573808,1.938119612455156,0.29588707172587714,0.1398158487269181,0.31762579591263806
5.43,1.1779397306805925,0.6015689362871206,-0.2860627483656908,0.654310971543653,0.10620654220218842,1.9425871919724895,0.296323628110834,0.13961372998967872,0.31757019506394873
5.44,1.1839554200434637,0.5987083088034637,-0.29276165144381944,0.6515489750221972,0.1065593081088038,1.947037208397423,0.2967628694323164,0.13941308222835164,0.3175152744268107
5.45,1.1899425031314983,0.5957806922890255,-0.2994924382804601,0.6486925471101234,0.10691388900526956,1.9514689780626975,0.29720478154920094,0.139213944947984,0.31746108187560423
5.46,1.1959003100543886,0.592785767906221,-0.3062548939655147,0.6457436096668727,0.10727026848568892,1.9558818219995429,0.297649349780178,0.1390163575077998,0.3174076660644828
5.47,1.2018281677334508,0.5897232189665658,-0.3130487971688987,0.6427041310967221,0.10762842976035394,1.9602750661409858,0.29809655890274334,0.13882035910921395,0.31735507640135113
5.48,1.2077253999231166,0.5865927309948767,-0.3198739200670731,0.6395761244785506,0.10798835565764138,1.964648041529766,0.29854639315234055,0.13862598878323906,0.3173033630202603
5.49,1.2135913272330654,0.583393991794206,-0.3267300282696476,0.6363616456707911,0.1083500286260396,1.9690000845307276,0.29899883622166323,0.13843328537729654,0.31725257675223745
5.5,1.2194252671510075,0.5801266915115095,-0.3336168807461327,0.6330627913937089,0.10871343073631212,1.9733305370475107,0.29945387126012635,0.13824228754144563,0.31720276909456885
5.51,1.2252265340661226,0.5767905227040482,-0.34053422975292363,0.6296816972911624,0.1090785436838035,1.977638746743337,0.29991148087351643,0.13805303371404698,0.31715399217855933
5.5200000000000005,1.230994439293163,0.573385180406519,-0.3474818207606047,0.6262205359740064,0.10944534879089281,1.9819240672656437,0.3003716471238306,0.1378655621068797,0.3171062987357953
5.53,1.2367282910972284,0.5699103621989129,-0.35445939238166874,0.6226815150473027,0.10981382700960005,1.9861858584742875,0.3008343515293131,0.13767991068973154,0.31705974206293913
5.54,1.2424273947192175,0.5663657682750962,-0.36146667629875057,0.6190668751235063,0.1101839589243504,1.9904234866730037,0.3012995750646986,0.13749611717448498,0.3170143759850876
5.55,1.2480910524019684,0.5627511015121087,-0.3685033971934785,0.6153788878237915,0.11055572475490098,1.994636324843774,0.3017672981616716,0.1373142189987242,0.3169702548177314
5.5600000000000005,1.2537185634170895,0.559066067540174,-0.3755692726760515,0.61161985376968,0.11092910435943465,1.9988237528837216,0.3022375007095491,0.13713425330888893,0.3169274333273528
5.57,1.2593092240924912,0.5553103748134135,-0.3826640132156536,0.6077921005671272,0.11130407723782489,2.0029851578441233,0.3027101620561972,0.13695625694300395,0.3168859666907055
5.58,1.2648623278406255,0.551483734681257,-0.3897873220718201,0.6038979807852096,0.11168062253507584,2.007119934171095,0.3031852610091873,0.13678026641301402,0.316845910452821
5.59,1.270377165187438,0.5475858614605388,-0.39693889522687326,0.599939869931549,0.11205871904494073,2.0112274839474833,0.3036627758372008,0.13660631788675698,0.31680732048379173
5.6000000000000005,1.2758530238020434,0.54361647250827,-0.4041184213195457,0.5959201644265907,0.11243834521372219,2.015307217135464,0.3041426842716897,0.13643444716960745,0.3167702529343816
